ionIdx	ionMz		001 / F5_185_PE_T16_1_F5_185_PE	002 / F5_185_PE_T16_1_F5_185_PE	003 / F5_262_PE_T0_1_F5_262_PE	004 / F5_262_PE_T0_1_F5_262_PE	005 / Neg_PE_T0_3_no_PE	006 / Neg_PE_T0_3_no_PE	007 / F5_351_PE_T0_3_F5_351_PE	008 / F5_351_PE_T0_3_F5_351_PE	009 / F5_186_PE_T16_5_F5_186_PE	010 / F5_186_PE_T16_5_F5_186_PE	011 / F5_186_PE_T16_3_F5_186_PE	012 / F5_186_PE_T16_3_F5_186_PE	013 / F5_259_PE_T16_1_F5_259_PE	014 / F5_259_PE_T16_1_F5_259_PE	015 / F5_261_PE_T0_3_F5_261_PE	016 / F5_261_PE_T0_3_F5_261_PE	017 / F5_352_PE_T0_2_F5_352_PE	018 / F5_352_PE_T0_2_F5_352_PE	019 / F5_353_PE_T0_3_F5_353_PE	020 / F5_353_PE_T0_3_F5_353_PE	021 / F5_186_PE_T0_5_F5_186_PE	022 / F5_186_PE_T0_5_F5_186_PE	023 / F5_260_PE_T0_3_F5_260_PE	024 / F5_260_PE_T0_3_F5_260_PE	025 / F5_353_PE_T0_1_F5_353_PE	026 / F5_353_PE_T0_1_F5_353_PE	027 / F5_185_PE_T16_3_F5_185_PE	028 / F5_185_PE_T16_3_F5_185_PE	029 / F5_184_PE_T0_5_F5_184_PE	030 / F5_184_PE_T0_5_F5_184_PE	031 / F5_184_PE_T16_3_F5_184_PE	032 / F5_184_PE_T16_3_F5_184_PE	033 / F5_186_PE_T0_1_F5_186_PE	034 / F5_186_PE_T0_1_F5_186_PE	035 / F5_184_PE_T0_3_F5_184_PE	036 / F5_184_PE_T0_3_F5_184_PE	037 / Neg_PE_T0_2_no_PE	038 / Neg_PE_T0_2_no_PE	039 / F5_183_PE_T0_3_F5_183_PE	040 / F5_183_PE_T0_3_F5_183_PE	041 / F5_260_PE_T0_2_F5_260_PE	042 / F5_260_PE_T0_2_F5_260_PE	043 / F5_184_PE_T0_4_F5_184_PE	044 / F5_184_PE_T0_4_F5_184_PE	045 / F5_185_PE_T0_1_F5_185_PE	046 / F5_185_PE_T0_1_F5_185_PE	047 / F5_184_PE_T0_1_F5_184_PE	048 / F5_184_PE_T0_1_F5_184_PE	049 / F5_350_PE_T0_1_F5_350_PE	050 / F5_350_PE_T0_1_F5_350_PE	051 / F5_263_PE_T0_1_F5_263_PE	052 / F5_263_PE_T0_1_F5_263_PE	053 / F5_184_PE_T16_4_F5_184_PE	054 / F5_184_PE_T16_4_F5_184_PE	055 / F5_259_PE_T0_1_F5_259_PE	056 / F5_259_PE_T0_1_F5_259_PE	057 / F5_352_PE_T0_3_F5_352_PE	058 / F5_352_PE_T0_3_F5_352_PE	059 / F5_259_PE_T0_4_F5_259_PE	060 / F5_259_PE_T0_4_F5_259_PE	061 / F5_261_PE_T0_4_F5_261_PE	062 / F5_261_PE_T0_4_F5_261_PE	063 / F5_260_PE_T0_4_F5_260_PE	064 / F5_260_PE_T0_4_F5_260_PE	065 / F5_183_PE_T0_4_F5_183_PE	066 / F5_183_PE_T0_4_F5_183_PE	067 / F5_185_PE_T0_3_F5_185_PE	068 / F5_185_PE_T0_3_F5_185_PE	069 / F5_260_PE_T0_5_F5_260_PE	070 / F5_260_PE_T0_5_F5_260_PE	071 / F5_354_PE_T0_5_F5_354_PE	072 / F5_354_PE_T0_5_F5_354_PE	073 / F5_352_PE_T0_4_F5_352_PE	074 / F5_352_PE_T0_4_F5_352_PE	075 / F5_351_PE_T0_1_F5_351_PE	076 / F5_351_PE_T0_1_F5_351_PE	077 / F5_350_PE_T0_5_F5_350_PE	078 / F5_350_PE_T0_5_F5_350_PE	079 / F5_259_PE_T0_2_F5_259_PE	080 / F5_259_PE_T0_2_F5_259_PE	081 / F5_261_PE_T0_1_F5_261_PE	082 / F5_261_PE_T0_1_F5_261_PE	083 / F5_185_PE_T0_5_F5_185_PE	084 / F5_185_PE_T0_5_F5_185_PE	085 / F5_185_PE_T0_2_F5_185_PE	086 / F5_185_PE_T0_2_F5_185_PE	087 / F5_186_PE_T0_4_F5_186_PE	088 / F5_186_PE_T0_4_F5_186_PE	089 / F5_263_PE_T0_2_F5_263_PE	090 / F5_263_PE_T0_2_F5_263_PE	091 / F5_183_PE_T0_5_F5_183_PE	092 / F5_183_PE_T0_5_F5_183_PE	093 / F5_186_PE_T16_2_F5_186_PE	094 / F5_186_PE_T16_2_F5_186_PE	095 / F5_183_PE_T16_1_F5_183_PE	096 / F5_183_PE_T16_1_F5_183_PE	097 / F5_262_PE_T0_4_F5_262_PE	098 / F5_262_PE_T0_4_F5_262_PE	099 / F5_350_PE_T0_2_F5_350_PE	100 / F5_350_PE_T0_2_F5_350_PE	101 / F5_185_PE_T16_2_F5_185_PE	102 / F5_185_PE_T16_2_F5_185_PE	103 / F5_353_PE_T0_5_F5_353_PE	104 / F5_353_PE_T0_5_F5_353_PE	105 / Neg_PE_T0_5_no_PE	106 / Neg_PE_T0_5_no_PE	107 / F5_186_PE_T16_1_F5_186_PE	108 / F5_186_PE_T16_1_F5_186_PE	109 / F5_261_PE_T0_2_F5_261_PE	110 / F5_261_PE_T0_2_F5_261_PE	111 / F5_263_PE_T0_5_F5_263_PE	112 / F5_263_PE_T0_5_F5_263_PE	113 / F5_263_PE_T0_4_F5_263_PE	114 / F5_263_PE_T0_4_F5_263_PE	115 / F5_184_PE_T16_2_F5_184_PE	116 / F5_184_PE_T16_2_F5_184_PE	117 / F5_262_PE_T0_5_F5_262_PE	118 / F5_262_PE_T0_5_F5_262_PE	119 / F5_183_PE_T0_2_F5_183_PE	120 / F5_183_PE_T0_2_F5_183_PE	121 / F5_259_PE_T0_3_F5_259_PE	122 / F5_259_PE_T0_3_F5_259_PE	123 / F5_259_PE_T0_5_F5_259_PE	124 / F5_259_PE_T0_5_F5_259_PE	125 / F5_183_PE_T16_3_F5_183_PE	126 / F5_183_PE_T16_3_F5_183_PE	127 / F5_183_PE_T16_4_F5_183_PE	128 / F5_183_PE_T16_4_F5_183_PE	129 / F5_183_PE_T0_1_F5_183_PE	130 / F5_183_PE_T0_1_F5_183_PE	131 / F5_350_PE_T0_3_F5_350_PE	132 / F5_350_PE_T0_3_F5_350_PE	133 / F5_353_PE_T0_4_F5_353_PE	134 / F5_353_PE_T0_4_F5_353_PE	135 / F5_350_PE_T0_4_F5_350_PE	136 / F5_350_PE_T0_4_F5_350_PE	137 / F5_352_PE_T0_5_F5_352_PE	138 / F5_352_PE_T0_5_F5_352_PE	139 / F5_186_PE_T16_4_F5_186_PE	140 / F5_186_PE_T16_4_F5_186_PE	141 / Neg_PE_T0_1_no_PE	142 / Neg_PE_T0_1_no_PE	143 / F5_260_PE_T0_1_F5_260_PE	144 / F5_260_PE_T0_1_F5_260_PE	145 / F5_185_PE_T16_5_F5_185_PE	146 / F5_185_PE_T16_5_F5_185_PE	147 / F5_354_PE_T0_2_F5_354_PE	148 / F5_354_PE_T0_2_F5_354_PE	149 / F5_353_PE_T0_2_F5_353_PE	150 / F5_353_PE_T0_2_F5_353_PE	151 / F5_262_PE_T0_3_F5_262_PE	152 / F5_262_PE_T0_3_F5_262_PE	153 / Neg_PE_T0_4_no_PE	154 / Neg_PE_T0_4_no_PE	155 / F5_354_PE_T0_1_F5_354_PE	156 / F5_354_PE_T0_1_F5_354_PE	157 / F5_352_PE_T0_1_F5_352_PE	158 / F5_352_PE_T0_1_F5_352_PE	159 / F5_261_PE_T0_5_F5_261_PE	160 / F5_261_PE_T0_5_F5_261_PE	161 / F5_184_PE_T16_1_F5_184_PE	162 / F5_184_PE_T16_1_F5_184_PE	163 / F5_184_PE_T0_2_F5_184_PE	164 / F5_184_PE_T0_2_F5_184_PE	165 / F5_183_PE_T16_5_F5_183_PE	166 / F5_183_PE_T16_5_F5_183_PE	167 / F5_351_PE_T0_4_F5_351_PE	168 / F5_351_PE_T0_4_F5_351_PE	169 / F5_184_PE_T16_5_F5_184_PE	170 / F5_184_PE_T16_5_F5_184_PE	171 / F5_354_PE_T0_4_F5_354_PE	172 / F5_354_PE_T0_4_F5_354_PE	173 / F5_354_PE_T0_3_F5_354_PE	174 / F5_354_PE_T0_3_F5_354_PE	175 / F5_183_PE_T16_2_F5_183_PE	176 / F5_183_PE_T16_2_F5_183_PE	177 / F5_186_PE_T0_2_F5_186_PE	178 / F5_186_PE_T0_2_F5_186_PE	179 / F5_351_PE_T0_5_F5_351_PE	180 / F5_351_PE_T0_5_F5_351_PE	181 / F5_185_PE_T0_4_F5_185_PE	182 / F5_185_PE_T0_4_F5_185_PE	183 / F5_262_PE_T0_2_F5_262_PE	184 / F5_262_PE_T0_2_F5_262_PE	185 / F5_263_PE_T0_3_F5_263_PE	186 / F5_263_PE_T0_3_F5_263_PE	187 / F5_185_PE_T16_4_F5_185_PE	188 / F5_185_PE_T16_4_F5_185_PE	189 / F5_186_PE_T0_3_F5_186_PE	190 / F5_186_PE_T0_3_F5_186_PE	191 / F5_351_PE_T0_2_F5_351_PE	192 / F5_351_PE_T0_2_F5_351_PE	193 / F5_350_PE_T16_5_F5_350_PE	194 / F5_350_PE_T16_5_F5_350_PE	195 / cfMRS_3_no_no	196 / cfMRS_3_no_no	197 / F5_352_PE_T16_5_F5_352_PE	198 / F5_352_PE_T16_5_F5_352_PE	199 / F5_263_PE_T16_2_F5_263_PE	200 / F5_263_PE_T16_2_F5_263_PE	201 / F5_262_PE_T16_1_F5_262_PE	202 / F5_262_PE_T16_1_F5_262_PE	203 / F5_259_PE_T16_3_F5_259_PE	204 / F5_259_PE_T16_3_F5_259_PE	205 / F5_351_PE_T16_3_F5_351_PE	206 / F5_351_PE_T16_3_F5_351_PE	207 / Neg_PE_T16_5_no_PE	208 / Neg_PE_T16_5_no_PE	209 / F5_262_PE_T16_2_F5_262_PE	210 / F5_262_PE_T16_2_F5_262_PE	211 / F5_260_PE_T16_2_F5_260_PE	212 / F5_260_PE_T16_2_F5_260_PE	213 / F5_351_PE_T16_2_F5_351_PE	214 / F5_351_PE_T16_2_F5_351_PE	215 / cfMRS_2_no_no	216 / cfMRS_2_no_no	217 / F5_262_PE_T16_3_F5_262_PE	218 / F5_262_PE_T16_3_F5_262_PE	219 / Neg_PE_T16_4_no_PE	220 / Neg_PE_T16_4_no_PE	221 / F5_351_PE_T16_5_F5_351_PE	222 / F5_351_PE_T16_5_F5_351_PE	223 / F5_353_PE_T16_2_F5_353_PE	224 / F5_353_PE_T16_2_F5_353_PE	225 / F5_350_PE_T16_3_F5_350_PE	226 / F5_350_PE_T16_3_F5_350_PE	227 / F5_354_PE_T16_3_F5_354_PE	228 / F5_354_PE_T16_3_F5_354_PE	229 / F5_352_PE_T16_2_F5_352_PE	230 / F5_352_PE_T16_2_F5_352_PE	231 / F5_351_PE_T16_4_F5_351_PE	232 / F5_351_PE_T16_4_F5_351_PE	233 / F5_262_PE_T16_4_F5_262_PE	234 / F5_262_PE_T16_4_F5_262_PE	235 / F5_263_PE_T16_3_F5_263_PE	236 / F5_263_PE_T16_3_F5_263_PE	237 / F5_263_PE_T16_5_F5_263_PE	238 / F5_263_PE_T16_5_F5_263_PE	239 / F5_354_PE_T16_1_F5_354_PE	240 / F5_354_PE_T16_1_F5_354_PE	241 / F5_353_PE_T16_3_F5_353_PE	242 / F5_353_PE_T16_3_F5_353_PE	243 / F5_350_PE_T16_4_F5_350_PE	244 / F5_350_PE_T16_4_F5_350_PE	245 / F5_261_PE_T16_4_F5_261_PE
614	529.2444		34001	33140	107960	108055	107745	110473	92677	102118	52882	52207	54391	56821	44386	42803	108604	110341	94069	99206	95334	91448	104627	105359	98292	96360	103616	107735	30906	32543	105871	105164	44338	44720	100599	99846	104155	99452	108731	101596	111270	103690	104780	105189	107292	105580	99175	105193	105191	107111	101674	94769	117259	113626	43613	41638	100950	98089	101318	106441	94885	93249	101831	107310	107555	105066	103713	104034	103130	95553	107188	102136	89970	91420	108197	101788	99202	98074	94072	96216	97848	94017	105076	102495	105436	106674	102575	99405	97561	105791	112362	108715	99130	108267	54695	53039	75405	84799	101683	99274	94595	99415	31288	31753	85341	85902	123805	122327	51387	50154	107393	110259	93747	96341	107783	105457	43962	44914	91336	90885	106055	103867	95163	90440	107925	108439	86067	88893	90245	87400	97624	100875	99271	98123	94230	96995	95296	105859	99234	101041	50454	50288	120543	122335	103557	100278	34482	32095	91784	92043	86975	87627	102998	101791	106330	108641	80084	83262	111804	111833	103720	100220	38357	38219	102362	105112	77735	76597	94551	91406	49700	49100	76604	75724	92263	89994	86208	83099	100746	99857	97109	95681	105171	103097	95827	102507	104380	105573	33104	31043	102090	99026	96305	97373	52250	51319	233427	228877	31149	29415	45325	43819	88259	89128	41461	42491	82969	86736	111603	110698	74779	79129	47722	46199	83801	79677	239401	243551	87520	88937	121646	114179	77666	77913	60241	61263	47642	50745	31865	30900	30883	28709	76773	80074	85798	87851	45538	46018	51819	52933	33517	31508	71181	66103	46457	48517	37945
615	531.2587		40181	39510	72274	71805	73316	69678	66314	66760	43765	44179	46100	48419	45087	39704	70915	72869	63016	69003	67315	65823	67406	68187	63902	66416	68792	70202	37529	36127	70025	74220	44204	42081	66923	70812	69368	69076	66655	69072	70130	67575	70187	64362	73711	70765	69551	69148	71373	73613	64131	66547	73476	70908	44310	41056	66650	68887	67566	69692	64967	63708	70899	70319	69172	67434	69912	68877	70509	64201	67837	67044	62138	62229	67640	71300	69011	66798	64851	60089	64494	68637	67481	71052	69678	70922	66083	66681	69511	68853	68478	66305	67906	65896	44115	45469	43674	43644	67180	67013	62413	67604	37217	39413	63078	57635	75278	75268	43914	42189	72416	67595	66379	64034	70525	70103	40989	41628	61106	62636	70569	68852	63006	62974	67776	67658	42695	45590	44783	46485	58270	61901	63922	66617	60618	58757	63362	64044	61720	64030	43190	39120	74156	72234	64866	66469	36113	39925	60614	57320	61558	61136	67078	67029	63614	65955	57263	57646	68434	70306	69554	63415	40342	37343	68139	70398	38251	42785	64799	62201	41521	42380	55960	54207	63408	61741	42766	47769	63454	64619	69584	63540	65044	68907	64545	67136	69038	72533	37933	39786	61871	61009	62517	67242	43997	43722	103033	109892	35116	33653	35999	33514	45865	48061	37173	39918	53970	57480	75319	73021	41536	41336	38438	42931	53357	53532	107268	106921	42215	43733	78512	77847	54785	50573	40976	44266	37228	39362	37471	35552	35841	34109	52810	49703	45825	47277	35361	35863	37423	34783	38359	38325	43374	40241	38880	41499	38768
616	533.0928		79905	78579	43857	46178	40718	40538	40089	40536	79430	80317	83765	83123	50582	47709	48868	51395	48626	46764	43121	42924	48972	45758	44692	41238	44562	47064	71947	73726	37831	41447	13480	11341	39801	44391	46409	42616	39327	42237	48375	46967	32517	33115	45119	44331	47252	45625	42414	43371	45352	44833	45678	45014	12891	14800	43491	43728	49933	44509	41851	45517	43818	46006	46972	45293	44892	45328	43546	45458	44674	45432	36756	34505	40174	39155	41320	40054	42189	42173	40121	44131	41895	40620	47609	41953	41246	40937	39228	40433	45656	40912	45497	43786	78449	76601	38284	40391	40393	38720	39706	42209	69885	68376	43223	39400	42423	40805	75947	76172	51556	49261	43154	38870	41291	38301	11719	13758	38225	42912	43292	43548	39315	46381	43800	40268	40178	43865	41508	42233	42454	42397	38534	41212	36328	34413	41659	41150	39240	36743	70483	67721	42193	45267	40895	41440	72833	79618	44063	42438	36976	39091	44679	42942	39472	36783	36334	38404	42027	41392	43087	44012	13461	16066	43147	43151	36092	37794	40448	41935	21843	20445	65022	65161	36919	37563	42141	40953	46029	42944	39888	43418	43106	45344	40657	43354	42238	44570	88775	87078	40660	43561	45643	43135	55848	59118	11743	11197	49384	51291	82029	85533	47291	43092	47113	46372	42183	40374	47546	42225	35323	37653	63569	64124	46144	43812	9961	12008	41960	45201	43523	44169	41397	41912	54961	60061	37633	36505	51381	53888	49840	48499	42455	44857	42878	41986	82849	82144	91434	92724	50588	52838	56576	58253	59146	57399	50267
617	540.3179		9996	9210	43130	44866	47499	54210	41712	43805	15553	13377	16072	14679	9397	9771	50800	44964	42455	43632	45800	43536	45844	47809	41617	41002	51692	47538	9722	8603	43819	45830	9250	10019	44445	39930	47276	44373	47183	45696	45177	50101	43056	44997	49947	44915	46443	50454	45381	47393	44776	42996	53840	51472	10314	10881	41040	41467	48430	50931	41047	41468	46435	50722	45337	45434	50394	50786	43930	43014	47058	47590	39783	39706	47634	44167	43124	46627	42445	38301	43167	44607	44891	44984	51894	54356	47692	48702	49120	50392	50734	48071	48171	49831	13362	14039	19780	21181	44016	42700	44716	47685	8780	7771	40814	38755	59600	59200	16721	15249	53619	53584	40616	40094	49919	49234	10037	9969	42032	38189	49385	47251	39445	40312	50795	48830	24018	21317	26008	23876	45048	43846	45223	45982	47859	45038	43201	45371	42967	42793	13519	14403	58556	59642	45164	45659	9725	10127	41679	43276	39915	39109	45000	46176	49028	51562	35874	37074	52252	47354	48162	45504	10279	9172	44998	44521	21338	20844	43550	45092	10276	11097	31443	28705	40433	42401	26777	20179	44672	43118	48078	39471	49909	50869	43718	46012	50303	47077	10285	11297	47263	45752	42675	44313	11810	13039	126387	124637	9334	10610	8884	9181	23037	23815	9589	8777	25984	27280	37873	40296	18334	19874	10694	10259	20421	22717	124338	123355	23565	19820	45818	42777	24664	20226	13908	12401	11753	11427	9024	8638	8215	9356	20957	21441	23234	22043	8603	8271	9825	9706	10747	11710	14319	12864	9620	11509	13179
618	542.1557		16174	16504	20143	18368	17438	20153	18953	18024	16388	18663	20089	19137	17586	18619	21228	21210	19305	20096	18282	16886	19391	19943	18352	20380	19439	19782	14578	15287	20187	18330	17143	16674	18194	19332	20633	17774	19561	18316	20232	19232	16603	17480	21271	20050	18791	19427	19824	20176	19321	18402	19163	18363	19681	16730	18311	17706	18735	20254	19949	18056	18504	20165	16973	19880	18665	21767	18705	18543	18608	18798	16456	17884	17164	19223	18324	19692	17232	17874	17879	18034	20075	20407	17743	18759	18735	18007	15787	16290	18381	17255	18326	19960	18498	18523	16650	18676	16749	18130	19414	18532	14044	13985	16573	15377	17747	19243	18278	17948	20676	19186	18162	19889	22523	18169	15684	17638	18460	17583	16933	20257	17987	16349	18297	19448	18006	18709	17726	19667	19180	18052	16872	18071	16959	16835	17880	17405	17903	17096	16046	15805	20002	19160	16872	18936	15934	15369	15959	17219	17532	15469	21262	18879	18262	17100	16661	17414	18528	19496	18934	18225	19941	17152	18027	18806	16815	18692	18764	18585	18864	18158	21326	21063	17338	16021	16798	17063	17250	16646	18625	18331	18090	20654	17935	19894	19891	17194	16357	14891	16937	17127	17707	16962	17923	19152	16109	14019	14740	15292	16280	14322	18193	18095	16352	18828	17390	19345	21147	20450	17069	16620	18460	17910	17325	16952	16168	16477	20353	18736	19388	18790	16501	17207	15995	17472	15759	17493	16492	18068	16082	15415	17459	16140	17693	19770	14958	16924	16362	18182	16600	15907	16586	17401	16469	18000	15445
619	547.2173		21311	21704	30168	31042	32445	31829	28605	28998	27376	26213	28530	28322	24806	25499	31955	34828	30801	30641	30944	27471	31776	34886	29209	30175	29114	30704	22265	21298	29745	33756	25832	25632	28577	31713	31349	35250	30876	30994	32441	30144	29070	29128	31869	30447	29641	31953	31511	31678	30996	29530	34020	34373	24910	24730	33250	31720	30636	32223	28249	26691	31003	30014	31983	31854	29753	29704	33242	30952	33169	29052	26097	28082	30253	28223	32639	30148	28762	25382	31545	29375	30031	31159	32179	31154	28771	31245	29480	28918	29174	28223	31264	30082	26702	23720	27205	27354	31714	28810	28700	29718	19735	18260	28189	28612	29617	30055	24009	26265	34183	32103	29828	30630	30651	32594	24822	24145	29830	29074	30080	28519	28090	30330	30469	31691	25987	25881	27682	28473	28489	26716	30446	26506	25300	27294	28237	30979	29950	30576	25081	23769	32281	31511	29032	31077	20976	21110	26216	25588	28591	27393	30682	31118	29153	30220	25676	28029	30659	33668	31093	29136	24756	23668	28810	31287	28562	25006	29180	30661	26487	23425	26909	28533	30094	27393	29037	27887	28231	29722	30650	32398	31580	30479	31921	35693	30313	33421	23201	20975	29641	27838	30306	28408	25777	26150	38468	39547	22589	21783	20666	20161	28684	25513	23672	25245	26734	27838	35019	33110	26972	24134	25449	24789	29389	27165	40513	39909	29494	29135	33554	32291	26701	26702	22762	23281	23550	23722	20342	23977	19784	20474	29900	27046	27006	25977	22919	21152	23329	21578	23228	24688	28364	24574	24563	23935	21608
620	561.2344		37035	41103	59343	62736	61596	61787	55223	56291	42345	42278	42726	41706	39249	41941	64820	65292	56933	61523	56299	55005	61546	63245	58627	57848	59642	61497	37124	35881	62093	58599	37783	37785	56747	59249	56516	55248	57343	59909	65090	62480	60618	56099	59982	61809	59852	58578	59990	59060	56017	56138	66037	64606	36264	39854	55927	56174	60870	58953	56375	53663	65123	62123	60484	62598	61664	56271	60153	56184	63790	60230	51051	50331	55353	56749	60300	54513	55311	52351	56916	54910	59250	59325	66788	60951	55247	60626	54794	57202	63380	60909	61804	60619	38496	40640	39378	42923	54806	55789	53360	54609	33958	32273	55192	51581	62384	65063	39618	40391	62484	64253	57586	56184	59915	59140	38706	39942	52038	55020	59389	57343	55074	52799	60949	58190	45630	42428	45971	44676	56233	60140	56157	54725	50794	52867	54459	54214	55125	55173	37638	37362	66263	70353	58124	58589	37750	38937	51862	51140	54784	50551	58426	57725	57218	58028	47491	46478	59830	61285	62994	57168	36821	39199	59728	62334	40052	41048	49346	54992	36647	40881	46721	46447	47908	52158	42673	40197	56562	54290	55653	53278	56300	58989	55516	57517	60675	62987	38375	41151	55557	55255	53612	54316	40915	45212	112332	114203	36113	38775	35372	34188	45061	45409	40484	36425	48060	45757	63664	58399	39969	37625	42942	44481	48034	46003	110385	114371	40678	42603	71604	64660	47227	42593	37933	37846	38325	41122	36084	37813	36751	35276	41424	41755	42229	47299	38249	37881	38645	40401	39553	37122	39623	42224	41145	38764	35290
621	574.1221		10584	10626	20221	20042	19351	19388	18955	19675	17684	19388	20172	20282	16494	16214	20136	20868	19744	17048	18381	18553	19606	19859	18169	18283	19136	20297	10237	10857	18911	20029	15484	16251	18458	19028	16951	19130	18666	19776	17232	19771	16979	17677	19427	17974	20183	18058	18783	16351	16832	18750	20005	19824	14458	16395	19157	17452	18647	19057	18659	18207	17102	18310	17921	18387	19393	18113	17445	17318	17734	17853	17508	17512	17285	18917	17661	16747	14589	16898	17760	16723	16880	18287	18655	19404	17405	17954	16772	17172	18277	15634	17402	16831	18728	17535	14092	16697	17363	16648	14798	18137	10318	11004	16927	17297	18573	18936	17709	19399	18617	18715	18133	16320	18064	18104	16927	16530	17829	16825	18950	17606	17357	16174	17300	18826	13570	14635	13789	16179	19776	16429	18812	18003	16662	17339	17441	19448	18137	16499	16820	19531	20538	19394	17882	17036	10507	9985	16406	16035	16605	16775	16923	16957	17947	18551	16365	15804	19375	16638	19728	19794	16171	16143	17290	19448	14678	16283	15565	18108	14636	15661	18445	16772	17657	19155	14889	15934	17485	18025	18729	17599	18646	16659	19543	18840	19252	17947	10797	10509	16789	18046	18316	19461	13711	14335	20420	21177	13756	14855	10076	9710	14987	16331	15648	15142	15728	15967	21411	20954	15816	14111	16470	16860	13979	15401	19707	20902	14747	15270	22849	19846	15670	16013	10675	9941	12303	14996	13415	12890	14218	12149	13803	14029	15001	14083	11009	10503	10170	11141	14864	16356	10777	10099	13746	11815	12815
622	582.0644		22074	23231	23476	22218	23446	25659	21588	21787	21690	21625	21493	21183	22217	22461	22669	22614	22273	22191	23994	21775	23748	24350	22309	21568	21983	22881	20137	20687	24592	23571	21360	21711	22515	22835	21711	21281	21333	21831	22087	23536	21906	23504	22061	23647	24738	21438	21579	21086	22035	22649	23285	23858	21955	22041	21964	22908	21448	20978	21406	20035	20951	21497	19955	21533	21764	21623	20988	22376	22915	21284	22865	20230	21222	21903	22386	21562	21746	21074	21885	20187	20666	19919	21685	21967	20986	21783	20962	21892	21407	23502	21308	22139	20781	20604	20089	20765	20255	19612	19134	21741	18758	19841	19977	19880	20869	22421	17893	20218	21198	21121	20981	21565	22671	20860	19983	20717	22748	20498	21817	21414	22313	19336	23022	21528	19442	18856	20366	20154	21079	21670	22162	20287	20621	18863	20599	18076	19694	23050	20395	19499	21737	20593	19615	18464	20624	20609	21157	21797	20568	20581	21300	21058	20349	21242	19807	20522	21185	19302	20810	21129	20423	19763	21452	20915	20930	20356	21473	20885	19887	19463	20045	20190	22546	20470	21836	21199	20645	20796	21370	22682	22828	19555	21887	21288	21771	20713	20191	21069	22183	19163	19830	20985	21658	20559	23361	25481	20561	18599	19497	19450	17894	19668	20768	20394	18518	17282	20818	20579	17682	19058	19954	19139	18375	19165	21038	22659	19594	18097	20391	20567	18627	17890	19883	18998	19293	19659	18094	19265	19740	18213	19652	19050	18193	18317	19325	20664	19670	19764	20600	22172	19706	20215	20064	21652	18349
623	585.3068		62306	58102	208777	212867	225201	222477	191432	201022	83773	86142	87311	81444	54657	51460	220181	218127	200398	205525	196322	192133	217679	208104	189600	191621	228514	215974	56845	55633	216465	212405	68295	66926	199518	206608	205354	202225	215497	209018	225201	217183	203362	210036	214157	217009	220109	218750	218408	219027	199810	204436	233817	230425	68276	72770	204282	210122	230304	214326	196517	189937	217321	225323	212425	211905	226485	214376	207348	208328	220435	219561	182491	181548	208105	203212	208576	209108	186842	182740	207079	198044	212725	209916	233955	232369	218359	216270	206248	209806	226316	208898	217963	209393	83836	82054	113376	113930	204993	199126	197401	205797	54532	54601	185422	180229	271248	257856	79396	80233	228452	230573	185913	197631	224010	225736	69446	71984	185405	184444	217490	206005	194010	187612	220989	214490	136749	130931	137448	130509	200163	194647	206646	203607	197353	196600	201004	203166	191223	200740	79377	75378	255907	260002	208158	208902	53655	54876	181668	186799	178523	177582	208425	216674	218954	213867	168704	163538	217382	218919	202970	208551	64627	62125	207304	213959	117547	116560	189466	191716	93966	94251	145720	150461	184977	178635	121259	123503	200439	197445	194195	199023	213052	214712	200419	202303	211096	219698	56818	54417	199283	193679	202902	194584	57658	54620	532473	549891	47699	47079	51159	50371	129465	130917	50519	48972	174012	173902	243815	237626	105091	106087	53083	50098	166439	165141	528864	532983	126097	130154	262209	263711	162334	168174	103242	101108	51383	55630	47488	44675	42385	41594	165579	159384	122917	127214	50620	47901	51607	56528	48672	45178	113142	111830	51596	48524	61079
624	591.2606		45434	46225	105888	116619	112287	114103	100888	106485	62473	58600	58060	60828	36214	35812	112804	115221	108568	109996	101913	100082	104156	106371	105198	103721	112345	108892	44773	40944	109820	110209	43632	47477	98791	102394	112463	106304	105792	110918	107095	107323	110390	111017	117562	119679	108867	107270	112723	110457	106982	105441	115910	119556	47166	49116	111495	107235	113907	113230	106741	98864	114532	111261	115185	110169	105624	106266	104589	105437	110509	107244	98940	94720	108272	105436	104328	95596	101521	98707	106142	107386	105009	104141	106706	112195	105430	102424	100349	102152	110534	108568	110449	109652	58659	56950	72757	76092	101748	104524	99091	96892	39641	42469	91530	88330	116129	119813	61710	59114	114144	115102	102766	102270	112133	112049	48047	49670	98462	96102	106787	101828	99327	101757	109109	112151	76822	75535	77395	74569	95926	97427	103003	101310	97161	99554	98323	97379	101094	108368	56733	56464	113264	120821	101278	102748	40601	42274	97068	96218	101959	99379	103680	108002	102792	98104	85653	89294	111323	111724	109394	105831	46813	45408	106419	110307	69286	69388	98430	98376	60292	57910	81213	83323	101630	98467	74765	80081	106876	106010	105705	101689	99729	107501	110487	105684	114610	109857	42512	41180	98956	98174	99173	100991	36499	38799	177736	183561	41590	39765	34508	34746	79891	80041	35482	36450	93965	93786	114570	115684	69512	71765	37652	35391	84029	89122	176954	187477	76892	75848	123054	120030	89900	87831	45770	44395	35132	36707	34791	34366	37066	33976	85569	81515	73697	76037	32322	31363	31745	35701	36637	42194	52289	47194	31386	34143	49053
