ionIdx	ionMz		246 / F5_261_PE_T16_4_F5_261_PE	247 / F5_261_PE_T16_3_F5_261_PE	248 / F5_261_PE_T16_3_F5_261_PE	249 / F5_352_PE_T16_1_F5_352_PE	250 / F5_352_PE_T16_1_F5_352_PE	251 / F5_260_PE_T16_4_F5_260_PE	252 / F5_260_PE_T16_4_F5_260_PE	253 / F5_259_PE_T16_2_F5_259_PE	254 / F5_259_PE_T16_2_F5_259_PE	255 / F5_263_PE_T16_4_F5_263_PE	256 / F5_263_PE_T16_4_F5_263_PE	257 / Neg_PE_T16_1_no_PE	258 / Neg_PE_T16_1_no_PE	259 / F5_353_PE_T16_4_F5_353_PE	260 / F5_353_PE_T16_4_F5_353_PE	261 / cfMRS_4_no_no	262 / cfMRS_4_no_no	263 / F5_350_PE_T16_2_F5_350_PE	264 / F5_350_PE_T16_2_F5_350_PE	265 / F5_261_PE_T16_1_F5_261_PE	266 / F5_261_PE_T16_1_F5_261_PE	267 / F5_350_PE_T16_1_F5_350_PE	268 / F5_350_PE_T16_1_F5_350_PE	269 / F5_260_PE_T16_3_F5_260_PE	270 / F5_260_PE_T16_3_F5_260_PE	271 / F5_354_PE_T16_5_F5_354_PE	272 / F5_354_PE_T16_5_F5_354_PE	273 / Neg_PE_T16_3_no_PE	274 / Neg_PE_T16_3_no_PE	275 / Neg_PE_T16_2_no_PE	276 / Neg_PE_T16_2_no_PE	277 / F5_354_PE_T16_4_F5_354_PE	278 / F5_354_PE_T16_4_F5_354_PE	279 / F5_260_PE_T16_1_F5_260_PE	280 / F5_260_PE_T16_1_F5_260_PE	281 / F5_353_PE_T16_1_F5_353_PE	282 / F5_353_PE_T16_1_F5_353_PE	283 / F5_261_PE_T16_2_F5_261_PE	284 / F5_261_PE_T16_2_F5_261_PE	285 / F5_263_PE_T16_1_F5_263_PE	286 / F5_263_PE_T16_1_F5_263_PE	287 / F5_259_PE_T16_5_F5_259_PE	288 / F5_259_PE_T16_5_F5_259_PE	289 / F5_259_PE_T16_4_F5_259_PE	290 / F5_259_PE_T16_4_F5_259_PE	291 / F5_261_PE_T16_5_F5_261_PE	292 / F5_261_PE_T16_5_F5_261_PE	293 / F5_262_PE_T16_5_F5_262_PE	294 / F5_262_PE_T16_5_F5_262_PE	295 / cfMRS_5_no_no	296 / cfMRS_5_no_no	297 / F5_352_PE_T16_4_F5_352_PE	298 / F5_352_PE_T16_4_F5_352_PE	299 / F5_353_PE_T16_5_F5_353_PE	300 / F5_353_PE_T16_5_F5_353_PE	301 / F5_352_PE_T16_3_F5_352_PE	302 / F5_352_PE_T16_3_F5_352_PE	303 / F5_260_PE_T16_5_F5_260_PE	304 / F5_260_PE_T16_5_F5_260_PE	305 / F5_354_PE_T16_2_F5_354_PE	306 / F5_354_PE_T16_2_F5_354_PE	307 / F5_351_PE_T16_1_F5_351_PE	308 / F5_351_PE_T16_1_F5_351_PE	309 / cfMRS_1_no_no	310 / cfMRS_1_no_no	311 / PE_C_256X_pollen_dilution_series_no	312 / PE_C_256X_pollen_dilution_series_no	313 / H2O_B_3_no_no	314 / H2O_B_3_no_no	315 / H2O_B_4_no_no	316 / H2O_B_4_no_no	317 / H2O_A_3_no_no	318 / H2O_A_3_no_no	319 / PE_C_4X_pollen_dilution_series_no	320 / PE_C_4X_pollen_dilution_series_no	321 / PE_B_1X_pollen_dilution_series_no	322 / PE_B_1X_pollen_dilution_series_no	323 / PE_A_32X_pollen_dilution_series_no	324 / PE_A_32X_pollen_dilution_series_no	325 / PE_C_2048X_pollen_dilution_series_no	326 / PE_C_2048X_pollen_dilution_series_no	327 / H2O_A_1_no_no	328 / H2O_A_1_no_no	329 / PE_A_2X_pollen_dilution_series_no	330 / PE_A_2X_pollen_dilution_series_no	331 / PE_A_512X_pollen_dilution_series_no	332 / PE_A_512X_pollen_dilution_series_no	333 / PE_B_4X_pollen_dilution_series_no	334 / PE_B_4X_pollen_dilution_series_no	335 / PE_B_32X_pollen_dilution_series_no	336 / PE_B_32X_pollen_dilution_series_no	337 / PE_C_64X_pollen_dilution_series_no	338 / PE_C_64X_pollen_dilution_series_no	339 / PE_B_256X_pollen_dilution_series_no	340 / PE_B_256X_pollen_dilution_series_no	341 / PE_B_64X_pollen_dilution_series_no	342 / PE_B_64X_pollen_dilution_series_no	343 / PE_C_1024X_pollen_dilution_series_no	344 / PE_C_1024X_pollen_dilution_series_no	345 / H2O_B_5_no_no	346 / H2O_B_5_no_no	347 / PE_C_1X_pollen_dilution_series_no	348 / PE_C_1X_pollen_dilution_series_no	349 / PE_A_4X_pollen_dilution_series_no	350 / PE_A_4X_pollen_dilution_series_no	351 / PE_A_256X_pollen_dilution_series_no	352 / PE_A_256X_pollen_dilution_series_no	353 / PE_B_8X_pollen_dilution_series_no	354 / PE_B_8X_pollen_dilution_series_no	355 / H2O_C_2_no_no	356 / H2O_C_2_no_no	357 / H2O_A_2_no_no	358 / H2O_A_2_no_no	359 / PE_C_512X_pollen_dilution_series_no	360 / PE_C_512X_pollen_dilution_series_no	361 / PE_A_1024X_pollen_dilution_series_no	362 / PE_A_1024X_pollen_dilution_series_no	363 / PE_A_8X_pollen_dilution_series_no	364 / PE_A_8X_pollen_dilution_series_no	365 / H2O_A_5_no_no	366 / H2O_A_5_no_no	367 / PE_A_2048X_pollen_dilution_series_no	368 / PE_A_2048X_pollen_dilution_series_no	369 / H2O_B_6_no_no	370 / H2O_B_6_no_no	371 / H2O_C_6_no_no	372 / H2O_C_6_no_no	373 / PE_B_16X_pollen_dilution_series_no	374 / PE_B_16X_pollen_dilution_series_no	375 / PE_C_2X_pollen_dilution_series_no	376 / PE_C_2X_pollen_dilution_series_no	377 / PE_B_2X_pollen_dilution_series_no	378 / PE_B_2X_pollen_dilution_series_no	379 / PE_C_128X_pollen_dilution_series_no	380 / PE_C_128X_pollen_dilution_series_no	381 / H2O_A_4_no_no	382 / H2O_A_4_no_no	383 / PE_B_128X_pollen_dilution_series_no	384 / PE_B_128X_pollen_dilution_series_no	385 / H2O_B_2_no_no	386 / H2O_B_2_no_no	387 / PE_A_128X_pollen_dilution_series_no	388 / PE_A_128X_pollen_dilution_series_no	389 / H2O_C_1_no_no	390 / H2O_C_1_no_no	391 / PE_A_1X_pollen_dilution_series_no	392 / PE_A_1X_pollen_dilution_series_no	393 / H2O_A_6_no_no	394 / H2O_A_6_no_no	395 / H2O_B_1_no_no	396 / H2O_B_1_no_no	397 / H2O_C_4_no_no	398 / H2O_C_4_no_no	399 / PE_B_2048X_pollen_dilution_series_no	400 / PE_B_2048X_pollen_dilution_series_no	401 / PE_C_32X_pollen_dilution_series_no	402 / PE_C_32X_pollen_dilution_series_no	403 / H2O_C_3_no_no	404 / H2O_C_3_no_no	405 / PE_B_512X_pollen_dilution_series_no	406 / PE_B_512X_pollen_dilution_series_no	407 / PE_A_64X_pollen_dilution_series_no	408 / PE_A_64X_pollen_dilution_series_no	409 / PE_C_16X_pollen_dilution_series_no	410 / PE_C_16X_pollen_dilution_series_no	411 / PE_C_8X_pollen_dilution_series_no	412 / PE_C_8X_pollen_dilution_series_no	413 / H2O_C_5_no_no	414 / H2O_C_5_no_no	415 / PE_A_16X_pollen_dilution_series_no	416 / PE_A_16X_pollen_dilution_series_no	417 / PE_B_1024X_pollen_dilution_series_no	418 / PE_B_1024X_pollen_dilution_series_no
492	327.2174		100983	92793	92410	106954	103874	88098	83697	109949	110523	134350	136406	153951	154785	112437	102254	82565	82040	96875	100957	114661	114577	111867	104833	98437	99630	117588	123544	140823	141965	136787	132395	135026	127088	90430	93626	107714	107840	119380	115438	134251	127315	123270	120793	116926	110527	113206	115317	128562	123299	77936	82375	123226	116380	115489	117534	104647	103224	99184	93851	112945	121355	124828	116841	93369	92206	11497	13071	8722	6293	6788	6276	7175	7314	180462	175939	476126	462540	43442	36718	10419	8013	8157	6040	304602	301616	19968	17846	180007	181947	25910	27618	14332	13910	8795	6623	12135	12661	6912	7682	10306	8883	491046	485535	194906	195432	22401	16351	109065	106516	8136	8247	8546	7622	7066	8351	7841	8795	99077	101182	8911	8728	6628	7887	6551	6680	7126	7742	40992	43685	325340	321104	321489	330475	23310	18580	8618	9280	9198	8985	7651	8247	11883	10306	6170	7322	457150	467888	33493	21153	8260	8736	7629	7467	9705	9157	23414	22351	6778	6185	6701	7293	13118	13281	37514	42062	89070	89168	7192	6819	36433	40500	7596	7967
493	328.0452		88864	83170	83471	114939	112266	44005	40458	32551	32029	193625	198498	499205	510740	170501	185530	411966	426355	45801	40030	95932	99625	39587	43166	48110	48749	125357	129921	509539	499434	459649	476089	97856	94632	40558	41477	176931	181735	101459	100864	197350	192912	34155	33822	29618	31617	88075	88057	37180	39894	383541	397202	123498	126679	164537	168140	118697	110565	50369	48765	123964	122125	22552	21894	416216	418011	48005	38398	10814	6807	9361	4852	8117	9110	158456	163768	225127	231910	69562	73054	7532	7032	4335	4626	194875	197719	18376	15843	161686	157484	61418	61591	37866	40630	12033	13409	37531	37192	5784	6018	6924	4965	213431	217728	179949	181657	21774	18639	135937	150511	6552	6448	4603	4400	8311	6846	6201	5214	132317	135704	5735	3592	4674	4590	2714	2099	2680	2413	101955	97435	185853	190870	193690	196737	26810	27999	5634	4535	21271	22473	3389	3197	23733	24149	2042	2215	244206	244337	17424	14800	4903	3360	4094	3558	4826	5120	66993	63146	2902	3949	7062	8136	38600	40931	98578	96242	129038	135700	4795	4102	89734	95341	7195	7744
494	328.1511		75216	70001	71699	76542	74340	73772	75379	84160	76716	175335	171198	121597	121360	74952	71262	267443	266742	80113	76221	85449	84994	81800	83447	86061	89441	95702	94708	122583	117791	110288	102871	43822	47523	76732	74436	72099	68698	80612	76235	172102	180476	84679	80854	78047	81775	81229	81059	84349	84236	253783	256185	82961	78623	64543	67028	71044	67374	85018	80842	83118	88004	66641	66710	264362	269094	13569	11270	4684	5392	4137	3971	4253	4315	10457	11310	18891	17910	6735	6156	5245	3748	4600	4606	14543	13279	6833	6502	12356	9069	5061	6292	5421	5503	3579	4098	5684	6753	4224	5014	4711	6201	19705	18302	12282	12242	5934	5832	9263	11036	4289	4605	3739	4731	4225	3843	4697	3953	9606	10353	3568	4428	4174	5374	3934	3417	5262	6014	6656	7923	13856	16756	15288	14553	6681	6871	4532	4408	5905	5527	3793	4060	6579	6507	3525	3674	18218	18629	5943	6502	3887	3648	4059	3046	4110	4549	6632	6412	3800	3146	3726	4465	5607	5131	6615	7531	8589	7683	4157	4698	7284	7785	3952	4192
495	328.1703		34551	32009	33811	32258	33993	35443	34014	37271	35377	46270	48462	49029	48453	33264	32718	82243	82303	34548	33539	38327	39168	37391	36958	37291	37326	38001	37578	50429	51273	46637	43147	23055	23570	35007	34421	32906	36022	37023	36587	46750	49187	38304	36021	37315	38225	36395	34892	38709	40134	75560	78542	38037	32024	32093	31654	28674	31610	38298	37181	34730	33158	32853	36606	82361	91400	5783	5343	2509	2295	1946	2165	2775	2033	3654	5145	7766	8173	2524	2947	1696	1561	1414	2113	6268	6253	2323	2019	5277	4196	2793	3029	1993	1945	1931	1717	2330	2472	1501	1738	2748	2305	8949	8396	5643	4862	2030	2313	4101	3944	1970	1654	1225	2109	1927	1737	2179	1608	3751	4435	1345	1578	1948	2381	1439	1688	1891	1665	2753	3086	6070	5828	6071	7339	2372	1999	1821	2569	2229	1771	1427	1555	1882	1555	1763	1249	7530	8456	1925	2082	1568	1726	1280	1411	1673	1694	2290	2647	1449	1178	1712	1950	1789	1729	2931	3117	3703	4176	1523	1145	3782	2502	1211	1850
496	329.0624		18865	20245	18781	19026	19212	18689	19381	20587	18771	25791	24193	19137	21694	19605	17482	12598	14108	20693	21682	20625	22358	23639	23660	22306	22156	21566	21216	19968	15667	14653	16249	21690	24440	20420	20310	19766	20503	21484	21956	22926	22546	19192	17560	20535	21802	22962	21747	20860	18660	12985	14364	19822	21450	19703	21189	20667	19039	20733	18541	19023	20454	16861	16957	15084	15082	5069	4399	1916	2133	3259	2279	3180	1912	23812	22906	30223	27205	9629	8962	2710	2516	2320	2182	27772	27159	3721	3727	22467	22222	8107	8582	5270	6104	2929	3345	4366	5780	2231	2329	3857	3766	31211	28963	22835	24371	3982	2960	17090	18208	2178	2336	2230	3131	2034	2231	1825	2533	15928	17064	2971	2591	2029	2289	1731	2270	1734	2651	11018	12489	27740	27514	27673	25136	5320	3871	1974	1812	3172	4268	1854	1744	3193	4295	2255	2562	29972	28390	3686	3725	2282	2946	2746	2472	2052	1780	7462	7448	2218	1503	2464	2590	5997	6041	11801	13191	18591	16861	2757	2885	10472	9936	3431	2422
497	329.088		18128	20034	15365	18014	21571	16544	16943	18649	20832	18580	20097	20547	20742	16432	17844	19953	19603	19248	21457	17892	19887	21110	20701	20069	18114	22671	23111	18685	19121	15712	19229	34721	40016	20693	20277	18650	17384	21032	16849	18051	20382	20351	17435	17445	19358	21079	21148	18537	18948	17972	19541	22573	21951	18058	18996	20298	21910	18698	16437	22439	22893	21688	20580	20141	17861	5233	4090	2900	2077	1735	2495	1893	2091	19953	18280	32704	32240	10823	9025	2211	2541	2222	2803	24984	27634	4872	4091	20521	21206	7420	8701	5191	5526	3067	2903	5786	5711	2263	2789	2448	2936	30689	32402	21042	18945	4513	5377	14140	17729	1999	2784	2482	2326	3389	3943	2406	2460	15797	15326	2216	2250	2638	3422	1801	2964	2838	2764	12365	12740	25284	27420	25868	26039	6671	5442	3897	2562	4831	5751	2538	2022	4404	3764	1978	1691	31409	31861	4021	3996	2458	2003	2813	2416	2428	2233	7854	7106	1875	2547	3180	3140	5110	5461	10870	11482	15336	14230	2658	2635	11005	9715	2373	3240
498	329.2326		119881	112253	111308	123771	125625	130330	123256	135802	132605	152619	141627	186375	187587	136326	130137	236106	232574	145083	149274	138905	139378	159887	159198	149957	148886	157580	149358	187112	176123	164472	160186	112222	106322	150968	137396	126923	126333	130400	135628	155400	145914	147667	149396	134453	137824	145626	140783	156355	145301	213636	223125	144587	138539	136589	121373	124871	116998	145692	141867	137931	142614	152365	148048	278857	273193	14496	12720	8443	5142	7229	4206	5621	4536	57801	54851	171045	167944	17940	13174	6575	5422	5118	4741	103237	107374	8760	9011	62849	56524	8659	8838	5898	5287	4930	5093	4762	6493	4573	4088	7439	8174	181126	175855	66285	64590	8656	8468	27770	29752	4931	4962	3264	3737	4657	5481	5456	4604	29561	26443	6334	4121	4189	4065	3708	3506	4355	4149	10107	11376	113188	120333	115400	111298	9464	8288	5535	4670	4106	4391	5081	4537	4910	4867	3427	2843	168939	165263	15596	10670	5133	4319	4901	4528	4777	5331	7114	6636	3471	3909	4721	3347	4690	5305	12119	12262	24154	22668	4483	4070	10267	8772	4774	3911
499	331.0457		31605	30394	29504	32824	33637	96077	93617	31966	29288	86191	87962	26454	26370	28847	26609	18372	16255	70873	69232	32215	31023	74306	78187	119100	111472	39692	38098	23274	23919	21806	21885	43168	44615	95554	99153	29822	33755	33854	31509	88272	82379	33089	34885	29573	29827	31862	31387	21986	23723	16706	14466	32981	35228	27104	29349	32295	30536	106245	103587	41309	42244	28585	25306	17144	17491	7973	8005	6828	4815	5049	4234	4607	4088	31442	31849	43673	47050	17336	14762	5783	4578	5288	4122	38383	36329	7856	6184	33578	32277	12790	14011	8618	9755	6109	4811	8501	9695	4865	4984	6564	4790	43381	41565	36767	34896	7537	7329	24655	24137	3802	3623	4617	3603	5000	4736	3481	3186	28208	27027	5751	3649	3806	3830	3757	4085	3803	3573	17243	17073	38960	37824	41507	40193	7005	8039	5252	4877	7981	8504	3872	3114	6852	6096	3523	4143	44969	45673	7992	8143	4242	3304	4044	3862	4485	3561	12515	12419	3187	3151	4026	4521	9926	8678	18733	16145	24206	24668	4187	4434	18792	15375	4221	3881
500	331.0677		39219	39504	38161	37049	35648	39302	42088	36173	33107	40438	43028	27363	29379	33788	34029	33253	37286	41484	42814	38680	37984	41381	45140	44126	40730	44683	45447	26572	23884	24705	22824	31131	32141	40605	42904	34342	34840	37609	39700	43160	43735	36765	38105	36241	35304	38635	40041	33519	35985	34443	36815	36909	39934	33407	33543	34880	31383	41200	40183	40952	40112	34538	33046	35110	38128	11252	9641	2151	7597	1953	1786	2241	6033	31966	31255	46293	44289	12232	12620	2711	2335	2137	1909	42185	35189	4887	4182	29344	33989	11178	11705	8628	8073	14300	3529	8135	8225	2021	2480	5047	2082	45090	47988	32685	34534	4467	4362	23353	24438	7193	2074	2065	1959	1700	2599	2260	2243	23962	25897	2471	2483	7000	2518	1401	6171	1534	1546	16960	16383	41789	42535	41895	42786	6536	6707	2299	2579	5326	4702	1637	1960	5136	5569	2132	7163	50147	48807	4809	5542	2608	2225	2292	1696	2321	2487	11373	11424	2065	1309	2651	2770	7961	7131	14618	16173	20552	26086	2431	2555	15435	15412	2871	6111
501	331.1257		78300	77347	77996	70809	67727	83099	85168	87138	88240	74912	74088	105171	106518	78567	77452	127364	132422	85338	97316	86485	85012	89020	89165	89887	93876	68715	66507	98185	104054	90302	95901	47070	48376	83022	83740	80284	76202	82949	87373	72974	73363	95440	89582	87586	94064	82670	85346	96610	97358	118095	123345	74628	71495	74487	73995	61961	65362	90339	89504	65269	62329	82201	80327	136806	130621	16152	13086	5343	3838	5014	2317	5184	3410	22508	23182	44137	45175	9813	10997	2796	3446	2080	2955	33826	34947	3734	4400	23876	23482	7580	7031	5648	5459	2656	2577	4871	5363	2000	2088	3123	3187	40649	46383	22639	24867	4664	4030	19548	15657	2508	2060	2137	1733	2572	3221	3227	2421	14999	15741	3492	2195	1817	2792	2342	2352	2301	2355	11687	12120	34152	34978	34830	35372	6441	5007	1518	1978	3006	3742	1746	1920	3374	4089	2080	2150	41671	47031	5200	4673	1967	1417	2195	1536	1525	1538	6990	7092	1319	1649	2025	2995	6016	5134	10702	12207	15616	16190	1599	1324	10975	9177	1936	1912
502	331.2485		26905	26793	25190	11894	10116	43746	43116	11403	10168	12571	10161	14375	15309	9450	12066	19572	16930	38216	41383	33036	30757	41822	43162	57369	57799	13053	12730	13584	14156	13620	14867	8663	7455	48106	48408	12099	9910	31534	32016	12008	12478	12107	11780	10931	11490	33551	30860	11190	13512	18552	18842	11922	10015	11019	11468	8702	8147	56471	53885	13711	11868	19923	22209	21904	21316	3108	2640	1797	2193	1810	2272	1315	1778	4829	4192	11028	11216	1711	1626	1666	1685	1858	1767	6761	8231	2220	1221	3765	3717	1630	1580	1962	1687	1945	1624	1868	1564	1703	1345	2572	1516	10288	11287	3900	5147	1558	1537	2808	3394	1203	1958	1674	2170	1375	1784	1438	1740	2525	2464	1300	1226	2028	1262	1032	1504	2410	1372	2004	1702	6142	7249	7512	7480	2016	1368	1725	1478	1172	1164	1625	1696	1400	1067	1412	1257	12556	10959	2011	1262	1544	1411	1265	1530	1103	1375	1418	2418	1523	1280	1166	1257	1693	1493	1369	1972	2206	2412	976	1171	1266	1424	1563	1066
503	332.1617		53228	48542	48644	45039	44098	52774	47377	49070	54513	48040	50771	67935	70565	47892	48110	121829	123651	47758	52982	56057	53580	54220	52342	58948	55611	48064	50656	71823	69794	66110	66266	28421	27255	54008	51137	47766	43715	54429	49371	50509	46458	54301	53107	53211	55495	56530	55228	66380	58722	111608	112758	48697	47253	47765	46113	43540	42389	55840	55561	46994	43508	55909	57357	132748	132051	5661	4218	2875	1887	1240	1598	1403	992	19765	18651	49754	48547	5517	5889	1632	1805	847	1182	32543	31837	2215	2236	18626	20745	3172	4047	2683	3030	1497	1588	2949	3608	1476	1013	1886	1741	51177	51786	20692	20521	2483	2599	12600	12888	1264	1011	1269	1052	1456	1682	969	1418	12724	11435	1400	1019	1265	1253	1154	854	1288	1004	7162	7285	37333	34899	33826	33299	2562	3158	1028	1457	1899	1512	771	1531	2482	2032	932	1007	49468	50371	2251	2072	1275	1190	1133	1187	1215	865	3659	4533	1107	1247	1182	752	3728	2248	6658	6837	10604	13006	1219	983	7485	8765	1401	1143
504	333.0593		86209	79661	81225	78885	81208	80452	86612	85257	84175	100746	96265	101799	93244	83486	82719	39702	41856	85714	86796	83623	88719	90658	91358	96809	96147	84847	90616	81982	91254	93595	88156	104507	114585	81818	91175	81642	82541	86861	87193	92182	95089	86713	86112	85531	86712	86982	87205	91124	88722	40272	38113	86328	89146	81697	84931	86946	83755	84782	86374	77897	84576	87071	91282	45125	43973	14813	12936	4291	3883	4075	3421	4566	3826	299336	298198	702512	695667	74280	73266	7312	7568	4401	5387	502847	488453	17062	16634	297990	304588	53182	59658	31230	33294	12572	11629	33614	31798	5103	6401	6386	4321	710272	688223	322504	330373	24918	17638	180899	182331	5953	6602	4487	4883	6119	6987	5958	5511	179902	168106	6375	6016	5109	4925	3263	3679	3002	4045	101883	109602	515928	504525	507708	515887	29574	27002	5896	6477	19817	21691	4628	6276	21680	19220	3479	3429	730229	721779	23070	19448	7898	6022	4277	4431	7299	5992	60755	58231	4615	3418	8022	8409	34961	34099	97909	103392	168380	167400	4835	4901	93599	98995	7395	8376
505	334.1251		25858	25480	26066	26722	27511	31739	28741	29649	31426	30588	29243	47807	47987	29806	28535	43506	41402	28987	28794	25552	27910	29052	30420	28629	31404	27381	27189	47613	45692	42376	43000	32338	31485	30466	30203	29792	26803	28052	25792	28373	29517	32669	28690	29897	32804	26133	27975	25642	27100	36155	44583	28051	28288	28084	27628	26079	27793	28960	30298	25933	24916	29377	30051	47163	46268	4609	4218	2010	1901	2487	1930	2326	1827	35610	38749	63847	62631	8433	9501	1873	2111	1914	1100	51604	53492	2547	2567	38657	36182	7638	7385	4771	4638	1942	1953	4371	4121	1355	1901	1769	1583	60763	63246	35549	40209	3572	3146	24639	22484	1834	2308	1412	1759	1651	3386	2120	1880	22837	21556	1985	1584	1777	1834	1109	1279	2564	1275	14251	13023	54780	55420	52184	52637	3881	3534	1718	1305	3119	2625	2017	2067	3246	3436	1834	1800	61491	61412	2508	3471	1866	1892	1850	1630	1870	1217	8410	7230	1609	1208	2332	1813	4242	3832	11448	11600	21228	22095	1695	1706	11318	11913	2168	1762
506	335.0929		38752	35096	40857	36985	38291	29613	32896	27478	30574	21789	19979	28953	29835	18659	19213	21171	20445	40352	40758	40656	42054	41309	46165	33899	33586	44196	42777	27356	26668	29496	27849	40732	38989	29895	32162	19972	19469	40532	38467	20966	21616	29949	28948	29610	28979	40814	42358	42962	41833	20449	22334	40305	40360	19311	22435	35588	34802	28243	28052	41707	39510	35835	34923	23258	21094	4671	4363	2143	2549	2315	1892	2292	1969	25054	24929	36296	38574	10263	11046	2184	2909	1447	1831	29756	30558	3749	2499	24978	21923	8868	9748	5497	6568	3109	2967	7555	5261	2046	2544	2507	2398	41012	38037	26226	25678	4367	3488	18528	19116	1922	1853	2148	1649	1903	2035	1776	2282	19893	19192	1891	1716	1834	2475	1869	1508	1935	2390	13740	13321	33093	34117	35069	32944	4810	4667	3036	1593	3338	4665	1662	1785	4033	3127	1749	1125	40027	40328	4697	4025	1684	2333	2412	2069	1820	2487	8547	11245	1846	1325	2577	2511	5695	5155	14127	13303	18496	16715	2058	1172	12918	13276	1797	2127
507	335.1099		24481	22741	22191	24577	21577	25414	23053	25717	25037	27285	28160	18343	19764	25392	23459	27437	26837	27626	26798	26306	24486	28205	29107	25307	27783	25861	26229	19355	20079	19542	21241	21633	20768	23722	26584	23327	24363	26008	24902	29667	28533	27378	24847	22108	24508	27173	25330	26798	24123	30090	29208	23941	23839	21194	23975	21899	24695	25111	23667	23311	23967	23053	23028	35728	32853	3466	3174	1509	1979	2421	2285	2483	2232	10957	10395	16566	15735	4534	4491	1677	1944	1892	1147	12678	13881	2634	2554	9339	9414	3924	3921	3174	3403	2195	1978	3624	3681	1695	1711	2158	2017	15788	17757	11605	10782	2461	2181	7449	7533	2326	1517	1655	1868	1655	1657	2128	2154	8728	8062	1815	1601	1357	1574	1551	1313	1337	1295	5245	6129	14878	14126	12995	13863	2525	3153	1629	1401	2277	2393	1565	1420	2498	2338	1984	1131	16211	16444	2934	3473	1816	1899	2005	1139	1572	1580	3677	3790	2058	1760	1964	2191	3436	3255	6247	6586	8675	7186	2414	1637	6306	6815	1149	1915
508	336.1308		22813	19633	21529	22024	22151	22371	22963	22677	24820	27380	26242	26291	27372	19339	18786	30627	30460	25502	21636	20822	21045	21664	23771	23958	23468	21368	20396	25113	24999	26713	22160	16179	17891	21853	23310	17391	19788	21139	21981	30900	26961	23238	23437	25299	23639	23025	23143	22882	19977	27027	28679	21215	22692	18809	19298	18434	19133	22450	23138	18948	19415	20846	20004	31070	33308	4638	5275	3717	2216	3396	3769	2275	2441	17611	15372	28854	30167	6683	6670	3429	3230	2224	2811	24067	26859	2769	2340	17594	17361	5812	5642	5655	5067	2191	3111	5554	5172	2040	3136	2788	3882	31491	32689	16497	17483	4726	3900	11468	14110	3041	2884	2793	1570	2196	2755	2624	2887	13286	14019	3644	3017	2900	2660	2561	2541	2942	2212	8259	8139	24615	26073	25280	23777	3762	3708	3291	2141	3900	3606	2318	2463	3978	2858	2379	2227	32326	32919	4377	4427	2587	3045	1768	2690	2008	2221	5298	5765	2169	2590	3528	2795	4685	5061	8989	8765	12344	11803	2487	2484	9083	7819	2828	2508
509	336.1672		23373	22345	21478	25861	28473	23461	24378	28096	29855	29150	28102	33137	33578	32922	28447	54687	56771	23290	24423	25143	26184	24810	25622	29726	27329	32124	31369	34177	31419	37046	33295	17520	17983	24841	26660	27239	24447	26656	23431	28882	31837	32833	32382	27677	30593	28255	25593	26732	28964	50408	53616	26860	27337	27291	29324	24778	24506	26888	28792	28156	29820	32997	31377	57848	58433	6455	5591	2855	1717	2177	1336	1602	1982	9988	9421	14668	16169	4549	4262	1813	2008	1406	2184	10976	11680	2813	2150	8847	8708	3072	2218	2635	2324	1853	1752	2703	2794	1205	1308	2609	2032	14353	15136	8129	8988	2769	2144	6992	6781	1606	1747	1861	1436	1598	1567	1270	1729	5329	6253	1386	1880	1497	1409	980	713	1311	919	5490	4645	12170	12928	12400	12990	2405	2038	1210	1162	2226	1992	1004	973	2358	1258	585	1067	11538	11933	2251	2819	1466	1172	898	1206	1137	1451	2743	2863	1184	1095	1519	1315	2241	3118	5330	5692	6305	5810	863	1172	3882	4329	1503	1157
510	337.0767		35627	39809	38135	39801	36872	39336	42596	37702	40541	39023	39329	36831	35894	37098	35861	32345	34777	40189	38054	39700	37893	43385	43944	42360	44603	40930	38162	32345	38527	34460	34557	38316	38580	40580	43874	37073	37930	40919	39145	37267	38187	43793	42669	41268	40969	43384	39056	39264	40242	29594	32160	39097	38858	38736	38500	38517	37227	40814	42765	36723	35386	37294	38727	34378	33970	5915	4300	3329	2210	3316	1674	2225	2537	28830	28633	58341	52162	9917	9010	2458	2045	2340	2441	45725	41789	3936	2344	28455	29472	7081	7073	5137	4866	2777	3076	4868	6606	1706	2217	3191	2463	54368	56951	28807	33155	3911	3784	17655	18465	2382	2360	2033	1735	2158	2443	2765	2024	18980	18526	2657	2015	2530	2719	1525	1653	1953	2732	12241	13757	43221	40731	43387	42916	6215	5249	2303	2384	4252	3616	1967	2445	4185	4041	1577	1732	52964	56400	4804	3398	2211	2084	3044	2172	1632	2065	8105	7921	1569	1849	2229	2804	5164	5555	12806	12046	18880	16258	2402	2241	9118	11357	2797	2462
